Order Date,Region,Segment,Ship Mode,Category,Sub-Category,Sales,Quantity,Discount,Profit
2022-02-19 10:05:24.324324,East,Home Office,Same Day,Technology,Phones,354.77,12,0.0,20.7
2022-02-20 21:09:54.594594,Central,Home Office,Standard Class,Furniture,Tables,214.01,11,0.5,-12.97
2022-02-22 08:14:24.864864,East,Corporate,Second Class,Technology,Computers,59.79,9,0.0,
2022-02-23 19:18:55.135135,West,Home Office,Standard Class,Furniture,Bookcases,23.84,8,0.2,
2022-02-25 06:23:25.405405,South,Consumer,First Class,Furniture,Tables,106.44,7,0.2,-1.87
2022-02-26 17:27:55.675675,Central,Consumer,First Class,Furniture,Bookcases,359.78,10,0.1,28.34
2022-02-28 04:32:25.945945,West,Consumer,First Class,Furniture,Chairs,88.45,7,0.1,16.73
2022-03-01 15:36:56.216216,West,Consumer,Standard Class,Furniture,Bookcases,203.89,5,0.0,69.24
2022-03-03 02:41:26.486486,East,Corporate,Same Day,Office Supplies,Paper,335.44,5,0.4,-58.66
2022-03-04 13:45:56.756756,West,Home Office,Same Day,Technology,Accessories,38.56,11,0.1,9.91
2022-03-06 00:50:27.027027,Central,Home Office,First Class,Office Supplies,Binders,299.03,13,0.1,48.76
2022-03-07 11:54:57.297297,West,Consumer,Second Class,Furniture,Bookcases,34.09,5,0.2,3.38
2022-03-08 22:59:27.567567,South,Corporate,Standard Class,Technology,Accessories,849.03,1,0.4,-33.89
2022-03-10 10:03:57.837837,West,Consumer,First Class,Furniture,Chairs,177.55,8,0.5,-40.69
2022-03-11 21:08:28.108108,West,Consumer,Standard Class,Technology,Computers,50.83,12,0.0,3.91
2022-03-13 08:12:58.378378,South,Corporate,Standard Class,Office Supplies,Pens,114.78,11,0.1,19.54
2022-03-14 19:17:28.648648,West,Corporate,Same Day,Technology,Computers,143.36,1,0.4,-12.57
2022-03-16 06:21:58.918918,West,Consumer,First Class,Technology,Accessories,,4,0.4,31.08
2022-03-17 17:26:29.189189,East,Home Office,Same Day,Technology,Accessories,350.08,9,0.0,60.21
2022-03-19 04:30:59.459459,Central,Consumer,First Class,Technology,Computers,246.65,14,0.4,-36.26
2022-03-20 15:35:29.729729,East,Home Office,Standard Class,Technology,Accessories,,9,0.4,0.93
2022-03-22 02:40:00.000000,Central,Home Office,Same Day,Furniture,Tables,51.09,5,0.4,-5.21
2022-03-23 13:44:30.270270,South,Corporate,Standard Class,Technology,Accessories,34.61,4,0.1,5.11
2022-03-25 00:49:00.540540,South,Corporate,First Class,Technology,Phones,225.2,3,0.0,58.41
2022-03-26 11:53:30.810810,South,Consumer,Second Class,Office Supplies,Binders,534.17,3,0.4,42.78
2022-03-27 22:58:01.081081,Central,Home Office,Same Day,Technology,Accessories,152.2,12,0.4,7.25
2022-03-29 10:02:31.351351,Central,Home Office,Same Day,Office Supplies,Pens,53.84,5,0.1,10.39
2022-03-30 21:07:01.621621,Central,Consumer,Standard Class,Furniture,Chairs,214.14,10,0.0,54.37
2022-04-01 08:11:31.891891,South,Consumer,Standard Class,Technology,Computers,427.5,1,0.2,91.39
2022-04-02 19:16:02.162162,Central,Consumer,Second Class,Office Supplies,Pens,348.42,5,0.1,27.44
2022-04-04 06:20:32.432432,West,Corporate,Same Day,Office Supplies,Paper,543.11,6,0.0,27.34
2022-04-05 17:25:02.702702,East,Consumer,First Class,Furniture,Bookcases,91.4,7,0.4,-9.91
2022-04-07 04:29:32.972972,South,Consumer,First Class,Technology,Computers,63.9,12,0.0,7.37
2022-04-08 15:34:03.243243,East,Home Office,Same Day,Technology,Accessories,539.68,9,0.0,134.14
2022-04-10 02:38:33.513513,West,Consumer,Same Day,Office Supplies,Pens,277.91,3,0.5,-16.64
2022-04-11 13:43:03.783783,Central,Home Office,Same Day,Technology,Accessories,103.1,2,0.0,23.51
2022-04-13 00:47:34.054054,East,Home Office,Second Class,Office Supplies,Pens,349.04,14,0.2,-22.73
2022-04-14 11:52:04.324324,West,Corporate,First Class,Technology,Phones,432.01,3,0.0,116.05
2022-04-15 22:56:34.594594,West,Consumer,First Class,Office Supplies,Paper,248.61,12,0.2,6.73
2022-04-17 10:01:04.864864,East,Consumer,Standard Class,Technology,Computers,301.1,9,0.4,2.87
2022-04-18 21:05:35.135135,South,Home Office,Standard Class,Furniture,Chairs,127.6,12,0.2,12.37
2022-04-20 08:10:05.405405,East,Corporate,Same Day,Technology,Phones,203.42,7,0.4,-17.73
2022-04-21 19:14:35.675675,South,Corporate,Standard Class,Technology,Computers,195.67,9,0.4,
2022-04-23 06:19:05.945945,Central,Consumer,Second Class,Furniture,Chairs,481.05,13,0.2,-20.05
2022-04-24 17:23:36.216216,South,Home Office,First Class,Technology,Phones,468.09,2,0.1,112.09
2022-04-26 04:28:06.486486,Central,Consumer,First Class,Furniture,Tables,456.96,5,0.3,66.5
2022-04-27 15:32:36.756756,East,Consumer,Standard Class,Technology,Computers,12.77,13,0.0,3.13
2022-04-29 02:37:07.027027,Central,Consumer,Same Day,Office Supplies,Binders,356.12,4,0.5,-77.98
2022-04-30 13:41:37.297297,West,Consumer,Standard Class,Office Supplies,Pens,365.4,2,0.3,-3.43
2022-05-02 00:46:07.567567,Central,Home Office,Same Day,Technology,Accessories,293.6,9,0.0,78.88
2022-05-03 11:50:37.837837,South,Corporate,Second Class,Technology,Computers,362.92,9,0.0,103.05
2022-05-04 22:55:08.108108,South,Consumer,First Class,Technology,Computers,471.24,6,0.4,-72.82
2022-05-06 09:59:38.378378,South,Consumer,Second Class,Office Supplies,Binders,6313.928663718318,11,0.0,8.45
2022-05-07 21:04:08.648648,Central,Consumer,First Class,Technology,Accessories,184.31,6,0.5,-6.7
2022-05-09 08:08:38.918918,South,Consumer,Second Class,Office Supplies,Pens,43.3,8,0.0,6.8
2022-05-10 19:13:09.189189,South,Corporate,Standard Class,Furniture,Chairs,131.69,6,0.2,0.84
2022-05-12 06:17:39.459459,West,Corporate,Second Class,Office Supplies,Paper,267.76,1,0.3,-33.77
2022-05-13 17:22:09.729729,Central,Corporate,Second Class,Office Supplies,Binders,388.99,4,0.2,35.82
2022-05-15 04:26:40.000000,West,Corporate,Standard Class,Furniture,Bookcases,71.22,13,0.5,0.38
2022-05-16 15:31:10.270270,South,Consumer,First Class,Office Supplies,Pens,47.07,7,0.0,15.88
2022-05-18 02:35:40.540540,South,Home Office,First Class,Technology,Accessories,281.95,13,0.5,-22.63
2022-05-19 13:40:10.810810,South,Corporate,Standard Class,Technology,Computers,10.47,13,0.4,-0.37
2022-05-21 00:44:41.081081,Central,Corporate,Second Class,Office Supplies,Paper,59.12,2,0.2,
2022-05-22 11:49:11.351351,East,Consumer,Second Class,Technology,Computers,17.38,9,0.2,1.65
2022-05-23 22:53:41.621621,South,Consumer,Second Class,Office Supplies,Paper,55.65,8,0.1,5.79
2022-05-25 09:58:11.891891,South,Consumer,Same Day,Technology,Phones,60.02,8,0.0,13.93
2022-05-26 21:02:42.162162,South,Consumer,First Class,Technology,Computers,132.62,7,0.4,-9.73
2022-05-28 08:07:12.432432,South,Home Office,Second Class,Office Supplies,Paper,138.68,4,0.2,0.29
2022-05-29 19:11:42.702702,Central,Home Office,First Class,Technology,Phones,528.39,2,0.2,-21.93
2022-05-31 06:16:12.972972,East,Corporate,Second Class,Office Supplies,Pens,188.39,3,0.4,-18.0
2022-06-01 17:20:43.243243,East,Home Office,Standard Class,Technology,Phones,331.3,12,0.5,-73.22
2022-06-03 04:25:13.513513,East,Corporate,Standard Class,Technology,Computers,37.49,6,0.5,-7.38
2022-06-04 15:29:43.783783,South,Corporate,First Class,Furniture,Tables,73.86,12,0.0,25.57
2022-06-06 02:34:14.054054,South,Home Office,First Class,Furniture,Chairs,313.46,12,0.1,38.63
2022-06-07 13:38:44.324324,East,Corporate,Standard Class,Office Supplies,Pens,23.56,5,0.2,2.11
2022-06-09 00:43:14.594594,East,Consumer,Same Day,Furniture,Bookcases,176.67,12,0.1,44.54
2022-06-10 11:47:44.864864,South,Corporate,Standard Class,Office Supplies,Paper,238.68,8,0.5,11.62
2022-06-11 22:52:15.135135,South,Consumer,Second Class,Furniture,Chairs,240.42,6,0.5,-18.08
2022-06-13 09:56:45.405405,West,Home Office,Same Day,Technology,Computers,15.8,6,0.3,1.8
2022-06-14 21:01:15.675675,West,Home Office,Standard Class,Office Supplies,Paper,107.19,1,0.0,15.87
2022-06-16 08:05:45.945945,West,Corporate,Same Day,Office Supplies,Pens,262.99,4,0.3,-10.07
2022-06-17 19:10:16.216216,East,Consumer,Same Day,Technology,Phones,50.34,5,0.3,-0.46
2022-06-19 06:14:46.486486,Central,Corporate,Same Day,Office Supplies,Binders,307.2,12,0.3,22.04
2022-06-20 17:19:16.756756,South,Home Office,First Class,Office Supplies,Binders,352.53,11,0.0,89.77
2022-06-22 04:23:47.027027,West,Corporate,Standard Class,Furniture,Tables,1013.92,3,0.0,146.58
2022-06-23 15:28:17.297297,Central,Corporate,First Class,Office Supplies,Binders,68.88,13,0.4,-10.33
2022-06-25 02:32:47.567567,South,Consumer,First Class,Technology,Computers,445.93,9,0.1,80.14
2022-06-26 13:37:17.837837,Central,Home Office,Second Class,Furniture,Chairs,193.65,1,0.1,5.52
2022-06-28 00:41:48.108108,East,Corporate,Second Class,Furniture,Chairs,126.89,6,0.4,-2.09
2022-06-29 11:46:18.378378,East,Consumer,Same Day,Technology,Phones,42.63,6,0.4,0.77
2022-06-30 22:50:48.648648,East,Corporate,Same Day,Technology,Phones,342.48,10,0.5,-13.64
2022-07-02 09:55:18.918918,West,Consumer,Second Class,Furniture,Tables,77.25,5,0.3,7.42
2022-07-03 20:59:49.189189,South,Consumer,Second Class,Office Supplies,Pens,126.07,12,0.4,9.06
2022-07-05 08:04:19.459459,East,Corporate,Standard Class,Furniture,Chairs,26.15,5,0.2,2.09
2022-07-06 19:08:49.729729,West,Home Office,Same Day,Technology,Accessories,414.07,10,0.1,86.57
2022-07-08 06:13:20.000000,West,Home Office,Same Day,Furniture,Chairs,373.74,14,0.4,-1.59
2022-07-09 17:17:50.270270,West,Consumer,Second Class,Technology,Phones,340.7,13,0.2,-4.77
2022-07-11 04:22:20.540540,West,Home Office,Standard Class,Furniture,Bookcases,98.97,5,0.2,-6.17
2022-07-12 15:26:50.810810,East,Consumer,Second Class,Office Supplies,Binders,57.63,6,0.2,0.89
2022-07-14 02:31:21.081081,West,Home Office,Second Class,Furniture,Chairs,263.72,8,0.5,-30.88
2022-07-15 13:35:51.351351,East,Corporate,First Class,Furniture,Chairs,181.38,2,0.5,-11.77
2022-07-17 00:40:21.621621,East,Home Office,Same Day,Technology,Phones,59.08,6,0.2,10.93
2022-07-18 11:44:51.891891,West,Consumer,Standard Class,Technology,Accessories,299.52,1,0.5,-57.25
2022-07-19 22:49:22.162162,East,Consumer,First Class,Technology,Computers,,4,0.3,-109.99
2022-07-21 09:53:52.432432,South,Home Office,Same Day,Furniture,Bookcases,353.81,14,0.2,77.5
2022-07-22 20:58:22.702702,South,Corporate,Second Class,Office Supplies,Pens,346.76,10,0.3,
2022-07-24 08:02:52.972972,Central,Consumer,Standard Class,Technology,Computers,760.5,3,0.3,10.3
2022-07-25 19:07:23.243243,South,Consumer,Same Day,Technology,Accessories,66.71,9,0.2,7.05
2022-07-27 06:11:53.513513,East,Consumer,Second Class,Furniture,Tables,218.42,3,0.1,33.29
2022-07-28 17:16:23.783783,East,Consumer,First Class,Technology,Phones,983.63,6,0.2,-43.47
2022-07-30 04:20:54.054054,South,Consumer,Standard Class,Office Supplies,Binders,55.17,1,0.2,-2.92
2022-07-31 15:25:24.324324,West,Corporate,Same Day,Office Supplies,Paper,311.2,12,0.5,-67.95
2022-08-02 02:29:54.594594,West,Home Office,First Class,Technology,Accessories,230.36,6,0.2,24.34
2022-08-03 13:34:24.864864,East,Corporate,Second Class,Technology,Accessories,230.76,4,0.1,35.38
2022-08-05 00:38:55.135135,West,Corporate,Second Class,Furniture,Chairs,309.06,8,0.5,-55.59
2022-08-06 11:43:25.405405,Central,Consumer,Same Day,Office Supplies,Pens,,13,0.0,
2022-08-07 22:47:55.675675,Central,Corporate,Second Class,Office Supplies,Binders,391.48,11,0.0,115.89
2022-08-09 09:52:25.945945,South,Consumer,Standard Class,Technology,Phones,24.44,9,0.3,-2.87
2022-08-10 20:56:56.216216,South,Corporate,Same Day,Furniture,Bookcases,488.87,4,0.3,9.5
2022-08-12 08:01:26.486486,West,Consumer,First Class,Office Supplies,Paper,,10,0.1,14.54
2022-08-13 19:05:56.756756,East,Consumer,Same Day,Office Supplies,Binders,128.27,12,0.4,-14.66
2022-08-15 06:10:27.027027,South,Corporate,Same Day,Furniture,Tables,164.85,10,0.0,
2022-08-16 17:14:57.297297,Central,Corporate,First Class,Furniture,Bookcases,173.92,6,0.3,9.41
2022-08-18 04:19:27.567567,South,Home Office,Second Class,Office Supplies,Binders,152.81,1,0.0,48.8
2022-08-19 15:23:57.837837,South,Home Office,First Class,Office Supplies,Paper,702.56,4,0.1,163.68
2022-08-21 02:28:28.108108,Central,Home Office,Standard Class,Furniture,Tables,316.06,7,0.1,52.13
2022-08-22 13:32:58.378378,East,Corporate,Second Class,Office Supplies,Paper,259.36,12,0.4,
2022-08-24 00:37:28.648648,South,Corporate,Same Day,Technology,Phones,22.78,1,0.4,-1.84
2022-08-25 11:41:58.918918,South,Consumer,Second Class,Technology,Computers,595.63,8,0.5,-34.37
2022-08-26 22:46:29.189189,South,Home Office,Second Class,Furniture,Bookcases,610.3,12,0.1,79.25
2022-08-28 09:50:59.459459,West,Consumer,Standard Class,Furniture,Tables,388.77,10,0.3,-28.39
2022-08-29 20:55:29.729729,South,Consumer,Second Class,Furniture,Chairs,11.76,12,0.0,3.06
2022-08-31 08:00:00.000000,Central,Consumer,Second Class,Technology,Phones,24.75,11,0.2,2.4
2022-09-01 19:04:30.270270,East,Consumer,Second Class,Office Supplies,Binders,73.8,6,0.4,-6.08
2022-09-03 06:09:00.540540,East,Home Office,Same Day,Technology,Accessories,45.2,5,0.2,9.19
2022-09-04 17:13:30.810810,Central,Consumer,Second Class,Office Supplies,Pens,137.22,10,0.3,-16.98
2022-09-06 04:18:01.081081,West,Corporate,First Class,Technology,Phones,649.77,11,0.4,-61.9
2022-09-07 15:22:31.351351,Central,Corporate,Second Class,Office Supplies,Paper,169.69,14,0.2,-8.98
2022-09-09 02:27:01.621621,East,Corporate,Standard Class,Technology,Accessories,13.37,9,0.3,1.34
2022-09-10 13:31:31.891891,Central,Home Office,Second Class,Furniture,Tables,93.08,2,0.0,24.26
2022-09-12 00:36:02.162162,West,Consumer,Second Class,Technology,Phones,21.4,5,0.3,-0.65
2022-09-13 11:40:32.432432,East,Home Office,Same Day,Office Supplies,Paper,19.24,6,0.5,-0.91
2022-09-14 22:45:02.702702,West,Consumer,First Class,Technology,Accessories,90.64,7,0.4,-6.46
2022-09-16 09:49:32.972972,Central,Home Office,Second Class,Technology,Computers,,5,0.1,19.65
2022-09-17 20:54:03.243243,South,Home Office,First Class,Technology,Accessories,396.76,9,0.0,73.9
2022-09-19 07:58:33.513513,Central,Consumer,Standard Class,Furniture,Tables,930.57,1,0.2,49.96
2022-09-20 19:03:03.783783,West,Home Office,Same Day,Technology,Computers,125.99,7,0.4,11.39
2022-09-22 06:07:34.054054,Central,Consumer,First Class,Furniture,Tables,150.04,10,0.1,9.79
2022-09-23 17:12:04.324324,South,Corporate,Same Day,Furniture,Chairs,475.74,7,0.3,-44.66
2022-09-25 04:16:34.594594,West,Corporate,Second Class,Technology,Accessories,88.04,4,0.1,14.56
2022-09-26 15:21:04.864864,Central,Corporate,Standard Class,Technology,Accessories,52.51,9,0.4,5.29
2022-09-28 02:25:35.135135,West,Home Office,Same Day,Technology,Computers,489.48,14,0.4,-37.52
2022-09-29 13:30:05.405405,West,Corporate,Second Class,Office Supplies,Paper,21.9,12,0.5,-5.07
2022-10-01 00:34:35.675675,East,Consumer,First Class,Technology,Phones,251.7,11,0.5,
2022-10-02 11:39:05.945945,East,Corporate,Standard Class,Furniture,Bookcases,,5,0.1,30.68
2022-10-03 22:43:36.216216,West,Corporate,Standard Class,Technology,Phones,116.13,4,0.3,-9.46
2022-10-05 09:48:06.486486,Central,Home Office,First Class,Office Supplies,Paper,104.65,13,0.1,19.61
2022-10-06 20:52:36.756756,Central,Consumer,First Class,Technology,Computers,379.45,7,0.4,41.48
2022-10-08 07:57:07.027027,Central,Home Office,Standard Class,Office Supplies,Paper,32.6,4,0.4,-1.78
2022-10-09 19:01:37.297297,South,Home Office,Same Day,Office Supplies,Binders,77.55,3,0.2,2.82
2022-10-11 06:06:07.567567,West,Consumer,Standard Class,Technology,Accessories,339.61,9,0.5,-44.08
2022-10-12 17:10:37.837837,West,Home Office,First Class,Furniture,Chairs,208.7,11,0.2,-7.4
2022-10-14 04:15:08.108108,South,Consumer,Same Day,Office Supplies,Pens,44.24,8,0.0,13.93
2022-10-15 15:19:38.378378,West,Corporate,Second Class,Technology,Accessories,544.56,1,0.4,-35.7
2022-10-17 02:24:08.648648,West,Consumer,Standard Class,Technology,Phones,134.99,7,0.2,6.23
2022-10-18 13:28:38.918918,South,Consumer,First Class,Furniture,Chairs,449.87,9,0.1,84.53
2022-10-20 00:33:09.189189,East,Consumer,Second Class,Office Supplies,Pens,397.45,8,0.5,-46.66
2022-10-21 11:37:39.459459,West,Home Office,Standard Class,Office Supplies,Paper,254.82,8,0.5,-14.15
2022-10-22 22:42:09.729729,South,Consumer,Standard Class,Technology,Computers,180.54,13,0.3,-20.14
2022-10-24 09:46:40.000000,Central,Consumer,Same Day,Technology,Computers,982.45,6,0.1,230.01
2022-10-25 20:51:10.270270,East,Consumer,First Class,Furniture,Chairs,49.15,11,0.3,7.48
2022-10-27 07:55:40.540540,Central,Corporate,Second Class,Furniture,Bookcases,332.89,4,0.2,41.49
2022-10-28 19:00:10.810810,West,Consumer,Standard Class,Office Supplies,Paper,63.05,8,0.0,21.21
2022-10-30 06:04:41.081081,East,Home Office,Same Day,Office Supplies,Paper,113.22,3,0.1,4.01
2022-10-31 17:09:11.351351,South,Consumer,Second Class,Technology,Accessories,102.29,13,0.1,13.63
2022-11-02 04:13:41.621621,West,Consumer,Second Class,Office Supplies,Pens,744.54,9,0.1,126.98
2022-11-03 15:18:11.891891,South,Corporate,Standard Class,Furniture,Tables,865.52,13,0.3,38.53
2022-11-05 02:22:42.162162,East,Consumer,Second Class,Furniture,Bookcases,60.53,2,0.2,3.05
2022-11-06 13:27:12.432432,Central,Home Office,Standard Class,Technology,Computers,15.57,2,0.1,1.42
2022-11-08 00:31:42.702702,West,Consumer,Same Day,Furniture,Bookcases,328.25,12,0.1,9.21
2022-11-09 11:36:12.972972,West,Home Office,Same Day,Furniture,Chairs,145.32,13,0.5,-19.25
2022-11-10 22:40:43.243243,South,Corporate,Second Class,Furniture,Tables,33.26,12,0.0,3.29
2022-11-12 09:45:13.513513,East,Consumer,Standard Class,Furniture,Tables,297.81,7,0.5,
2022-11-13 20:49:43.783783,South,Corporate,First Class,Technology,Computers,206.92,12,0.5,-38.77
2022-11-15 07:54:14.054054,East,Consumer,Same Day,Technology,Phones,994.55,10,0.0,
2022-11-16 18:58:44.324324,West,Home Office,Standard Class,Office Supplies,Paper,74.5,4,0.2,7.13
2022-11-18 06:03:14.594594,East,Corporate,Standard Class,Furniture,Chairs,139.37,10,0.5,-9.96
2022-11-19 17:07:44.864864,West,Consumer,Standard Class,Office Supplies,Paper,205.52,8,0.2,39.37
2022-11-21 04:12:15.135135,East,Home Office,Second Class,Technology,Phones,402.19,9,0.5,-30.93
2022-11-22 15:16:45.405405,Central,Corporate,First Class,Technology,Computers,208.98,7,0.4,-18.05
2022-11-24 02:21:15.675675,East,Consumer,Second Class,Technology,Phones,247.27,5,0.0,71.93
2022-11-25 13:25:45.945945,Central,Corporate,Same Day,Technology,Computers,74.09,8,0.5,-6.51
2022-11-27 00:30:16.216216,East,Consumer,Second Class,Technology,Phones,479.2,4,0.4,-79.65
2022-11-28 11:34:46.486486,East,Home Office,Standard Class,Technology,Accessories,149.93,2,0.3,5.96
2022-11-29 22:39:16.756756,South,Home Office,Second Class,Technology,Computers,47.98,11,0.4,3.95
2022-12-01 09:43:47.027027,South,Corporate,Standard Class,Furniture,Bookcases,282.8,12,0.1,30.8
2022-12-02 20:48:17.297297,West,Corporate,First Class,Office Supplies,Binders,70.87,6,0.5,-11.42
2022-12-04 07:52:47.567567,South,Consumer,Second Class,Technology,Accessories,35.66,9,0.4,-5.24
2022-12-05 18:57:17.837837,East,Home Office,Second Class,Furniture,Chairs,505.1,1,0.2,-12.41
2022-12-07 06:01:48.108108,South,Consumer,Second Class,Furniture,Chairs,164.12,11,0.3,-0.03
2022-12-08 17:06:18.378378,East,Home Office,Standard Class,Office Supplies,Paper,355.86,10,0.5,-25.37
2022-12-10 04:10:48.648648,Central,Corporate,Standard Class,Technology,Computers,95.83,12,0.1,1.36
2022-12-11 15:15:18.918918,East,Consumer,Second Class,Office Supplies,Pens,396.58,7,0.4,36.43
2022-12-13 02:19:49.189189,West,Consumer,Second Class,Technology,Phones,39.68,10,0.3,3.83
2022-12-14 13:24:19.459459,Central,Home Office,First Class,Furniture,Bookcases,120.0,9,0.5,-8.88
2022-12-16 00:28:49.729729,West,Home Office,First Class,Furniture,Bookcases,964.88,10,0.3,114.37
2022-12-17 11:33:20.000000,West,Home Office,Same Day,Furniture,Chairs,404.96,9,0.1,5.69
2022-12-18 22:37:50.270270,West,Corporate,First Class,Furniture,Chairs,181.92,10,0.4,-8.54
2022-12-20 09:42:20.540540,South,Consumer,First Class,Office Supplies,Pens,113.79,11,0.3,6.72
2022-12-21 20:46:50.810810,West,Home Office,First Class,Technology,Phones,524.2,13,0.3,62.17
2022-12-23 07:51:21.081081,Central,Corporate,Standard Class,Technology,Phones,206.78,3,0.0,58.94
2022-12-24 18:55:51.351351,East,Home Office,First Class,Office Supplies,Paper,365.14,11,0.3,-17.12
2022-12-26 06:00:21.621621,West,Consumer,First Class,Technology,Computers,360.72,13,0.0,119.85
2022-12-27 17:04:51.891891,Central,Home Office,Second Class,Furniture,Bookcases,14.53,5,0.4,-2.22
2022-12-29 04:09:22.162162,West,Consumer,Standard Class,Technology,Accessories,43.74,8,0.5,0.55
2022-12-30 15:13:52.432432,East,Corporate,Same Day,Furniture,Tables,279.43,8,0.5,11.54
2023-01-01 02:18:22.702702,Central,Corporate,Same Day,Office Supplies,Pens,54.07,4,0.4,-7.4
2023-01-02 13:22:52.972972,Central,Home Office,First Class,Technology,Phones,83.76,12,0.4,2.23
2023-01-04 00:27:23.243243,East,Consumer,Same Day,Office Supplies,Pens,742.66,11,0.2,-43.01
2023-01-05 11:31:53.513513,Central,Consumer,Same Day,Technology,Phones,215.35,11,0.4,-14.72
2023-01-06 22:36:23.783783,East,Consumer,Same Day,Furniture,Tables,357.3,1,0.3,8.89
2023-01-08 09:40:54.054054,Central,Home Office,First Class,Office Supplies,Paper,,1,0.5,-16.23
2023-01-09 20:45:24.324324,Central,Consumer,Same Day,Technology,Accessories,211.03,4,0.1,57.14
2023-01-11 07:49:54.594594,East,Consumer,First Class,Furniture,Bookcases,34.72,6,0.5,-1.68
2023-01-12 18:54:24.864864,East,Consumer,Second Class,Office Supplies,Pens,115.27,8,0.0,22.41
2023-01-14 05:58:55.135135,Central,Consumer,Second Class,Office Supplies,Binders,92.97,6,0.5,-0.66
2023-01-15 17:03:25.405405,Central,Home Office,Same Day,Technology,Computers,133.87,12,0.2,28.8
2023-01-17 04:07:55.675675,East,Home Office,Second Class,Technology,Accessories,410.3,9,0.4,-75.24
2023-01-18 15:12:25.945945,South,Consumer,First Class,Technology,Phones,126.28,9,0.4,13.23
2023-01-20 02:16:56.216216,East,Consumer,Second Class,Furniture,Tables,160.23,14,0.5,-35.92
2023-01-21 13:21:26.486486,Central,Corporate,Same Day,Technology,Accessories,136.62,2,0.1,32.01
2023-01-23 00:25:56.756756,Central,Corporate,First Class,Office Supplies,Pens,34.52,10,0.1,
2023-01-24 11:30:27.027027,Central,Consumer,Standard Class,Office Supplies,Binders,155.43,1,0.2,
2023-01-25 22:34:57.297297,East,Consumer,First Class,Technology,Computers,64.42,2,0.0,11.72
2023-01-27 09:39:27.567567,Central,Corporate,Second Class,Technology,Computers,61.67,5,0.5,-3.5
2023-01-28 20:43:57.837837,South,Corporate,Standard Class,Office Supplies,Paper,34.69,4,0.4,-2.63
2023-01-30 07:48:28.108108,West,Consumer,First Class,Furniture,Chairs,120.27,4,0.5,-28.1
2023-01-31 18:52:58.378378,South,Home Office,Standard Class,Technology,Accessories,364.17,9,0.2,
2023-02-02 05:57:28.648648,East,Home Office,Standard Class,Technology,Computers,,11,0.3,12.79
2023-02-03 17:01:58.918918,Central,Consumer,Standard Class,Office Supplies,Paper,103.62,8,0.3,-1.56
2023-02-05 04:06:29.189189,East,Consumer,First Class,Technology,Computers,267.28,6,0.2,-1.36
2023-02-06 15:10:59.459459,West,Corporate,Second Class,Furniture,Bookcases,64.49,1,0.4,-3.69
2023-02-08 02:15:29.729729,East,Corporate,First Class,Office Supplies,Paper,578.15,2,0.2,-32.08
2023-02-09 13:20:00.000000,Central,Home Office,Second Class,Technology,Phones,193.59,6,0.4,10.87
2023-02-11 00:24:30.270270,West,Consumer,First Class,Office Supplies,Paper,,11,0.1,37.68
2023-02-12 11:29:00.540540,West,Corporate,First Class,Technology,Accessories,214.01,2,0.2,22.77
2023-02-13 22:33:30.810810,Central,Home Office,First Class,Technology,Computers,55.39,13,0.4,-4.66
2023-02-15 09:38:01.081081,Central,Home Office,Second Class,Technology,Phones,247.64,10,0.2,42.08
2023-02-16 20:42:31.351351,Central,Home Office,First Class,Furniture,Bookcases,122.79,5,0.2,11.84
2023-02-18 07:47:01.621621,East,Corporate,Standard Class,Furniture,Tables,6259.34046823803,14,0.4,33.44
2023-02-19 18:51:31.891891,South,Corporate,First Class,Office Supplies,Pens,56.24,5,0.4,-0.03
2023-02-21 05:56:02.162162,East,Consumer,Standard Class,Technology,Computers,186.84,6,0.0,53.31
2023-02-22 17:00:32.432432,East,Consumer,Same Day,Technology,Accessories,237.9,6,0.2,26.07
2023-02-24 04:05:02.702702,South,Home Office,Same Day,Furniture,Tables,18.49,14,0.3,-0.11
2023-02-25 15:09:32.972972,Central,Home Office,Second Class,Technology,Phones,,6,0.2,26.74
2023-02-27 02:14:03.243243,Central,Corporate,Second Class,Furniture,Tables,339.79,14,0.2,31.37
2023-02-28 13:18:33.513513,South,Corporate,Same Day,Technology,Accessories,439.22,2,0.4,-3.72
2023-03-02 00:23:03.783783,South,Consumer,First Class,Office Supplies,Pens,103.91,14,0.2,-0.4
2023-03-03 11:27:34.054054,East,Consumer,First Class,Technology,Computers,410.61,10,0.5,-25.58
2023-03-04 22:32:04.324324,West,Consumer,First Class,Technology,Phones,868.6,14,0.2,88.15
2023-03-06 09:36:34.594594,South,Corporate,Same Day,Furniture,Chairs,496.01,13,0.5,-96.5
2023-03-07 20:41:04.864864,East,Home Office,Standard Class,Technology,Computers,41.29,14,0.3,-4.63
2023-03-09 07:45:35.135135,West,Consumer,Second Class,Technology,Computers,346.51,3,0.4,-3.01
2023-03-10 18:50:05.405405,Central,Consumer,Standard Class,Furniture,Bookcases,106.29,14,0.2,16.91
2023-03-12 05:54:35.675675,Central,Corporate,Same Day,Office Supplies,Paper,1124.53,6,0.5,-104.56
2023-03-13 16:59:05.945945,East,Consumer,Standard Class,Office Supplies,Binders,,13,0.5,-32.04
2023-03-15 04:03:36.216216,East,Home Office,First Class,Furniture,Chairs,42.65,8,0.5,-2.13
2023-03-16 15:08:06.486486,South,Corporate,First Class,Furniture,Tables,332.91,12,0.1,4.67
